type,stock_locate,tracking_number,timestamp,org_order_ref_number,new_order_ref_number,shares,price
U,7397,0,28027323025883,115528,115532,500,300.19
U,7397,0,28052826524697,116332,116340,500,300.01
U,7397,0,28058002003933,116448,116452,500,300.14
U,7397,0,28067009020680,116632,116660,500,300.14
U,7397,0,28068166615690,116916,116944,500,300.11
U,7397,0,28071152673873,117016,117052,500,300.11
U,7397,0,28078988799877,117448,117452,500,300.09
U,7397,0,28079690673146,117468,117472,500,300.09
U,7397,0,28080766521877,117516,117524,500,300.09
U,7397,0,28082389006856,117168,117596,500,300.11
U,7397,0,28087187162561,117844,117848,500,300.09
U,7397,0,28095551544949,117716,117992,500,300.11
U,7397,0,28095955510384,118056,118124,500,300.11
U,7397,0,28099550511835,116872,118188,500,300.14
U,7397,0,28103142372481,116340,118376,500,300.16
U,7397,0,28110754981989,118760,118764,500,300.16
U,7397,0,28112453302410,115640,118792,500,300.19
U,7397,0,28114044279522,118832,118864,500,300.19
U,7397,0,28123386323891,119084,119088,500,300.14
U,7397,0,28134818277075,119080,119348,500,300.16
U,7397,0,28135454145540,119456,119468,500,300.16
U,7397,0,28137428611592,119508,119564,500,300.16
U,7397,0,28138150892507,119576,119612,500,300.16
U,7397,0,28138587370862,119620,119628,500,300.16
U,7397,0,28143329593973,119760,119772,500,300.16
U,7397,0,28143692828782,119808,119820,500,300.16
U,7397,0,28158126472951,120044,120052,500,300.14
U,7397,0,28164637219336,120192,120196,500,300.13
U,7397,0,28166021837809,120200,120260,500,300.14
U,7397,0,28168419601790,117848,120360,500,300.08
U,7397,0,28168419619993,118916,120364,500,300.03
U,7397,0,28168419634496,120356,120368,500,299.98
U,7397,0,28174102134765,120360,120540,500,300.04
U,7397,0,28174102153585,120364,120544,500,299.99
U,7397,0,28174102167297,120368,120548,500,300.09
U,7397,0,28176721486369,120544,120572,500,300.14
U,7397,0,28185604108218,120812,120820,500,300.14
U,7397,0,28198464614017,121120,121204,500,300.14
U,7397,0,28198866231789,121252,121256,500,300.12
U,7397,0,28199073023292,121256,121268,500,300.13
U,7397,0,28200221857886,121292,121324,500,300.14
U,7397,0,28213807870012,122112,122196,500,300.11
U,7397,0,28216386770595,122212,122304,500,300.11
U,7397,0,28224856833707,122444,122476,500,300.11
U,7397,0,28228025737833,122504,122520,500,300.1
U,7397,0,28228226181259,122520,122532,500,300.11
U,7397,0,28237193614308,122800,123020,500,300.11
U,7397,0,28239258439121,123076,123080,500,300.11
U,7397,0,28242295805334,123180,123208,500,300.11
U,7397,0,28242840645452,123244,123252,500,300.1
U,7397,0,28243074022943,123252,123264,500,300.11
U,7397,0,28253589587359,123572,123576,500,300.09
U,7397,0,28257586859381,123620,123632,500,300.09
U,7397,0,28283553265266,123272,124076,500,300.11
U,7397,0,28283956768575,124100,124104,500,300.11
U,7397,0,28293607354347,121340,124404,500,300.14
U,7397,0,28310075028976,124948,124952,500,300.14
U,7397,0,28313019775776,119828,125048,500,300.16
U,7397,0,28313672091700,125076,125144,500,300.16
U,7397,0,28314699788338,125172,125184,500,300.16
U,7397,0,28318240757194,125532,125600,500,300.16
U,7397,0,28340733684355,125920,126192,500,300.16
U,7397,0,28340748691531,124952,126208,500,300.13
U,7397,0,28340748708743,123920,126212,500,300.08
U,7397,0,28340748722522,120540,126216,500,300.03
U,7397,0,28345113409040,126244,126252,500,300.16
U,7397,0,28350941662412,126216,126368,500,300.18
U,7397,0,28376098776504,126776,126784,500,300.16
U,7397,0,28376333626419,126792,126796,500,300.16
U,7397,0,28376655270070,126812,126816,500,300.16
U,7397,0,28383464512943,126844,126936,500,300.16
U,7397,0,28396095765320,126396,127056,500,300.18
U,7397,0,28416587630378,127156,127568,500,300.18
U,7397,0,28441733038177,115236,128596,500,300.21
U,7397,0,28442553567243,128672,128696,500,300.19
U,7397,0,28455994653529,128788,129836,500,300.21
U,7397,0,28458103165777,129884,129888,500,300.21
U,7397,0,28467262526215,130196,130200,500,300.03
U,7397,0,28480949063917,130200,130436,500,300.18
U,7397,0,28481536733592,130460,130468,500,300.18
U,7397,0,28482718247391,130476,130480,500,300.18
U,7397,0,28502926475850,131104,131116,500,300.16
U,7397,0,28534980757265,132252,132708,500,300.11
U,7397,0,28535552545496,132736,132744,500,300.11
U,7397,0,28538962551899,132964,132968,500,299.96
U,7397,0,28540689156976,132968,133240,500,300.11
U,7397,0,28542386335638,133380,133384,500,300.08
U,7397,0,28554688624235,133296,133800,500,300.11
U,7397,0,28555789005127,133836,133900,500,300.1
U,7397,0,28556416994927,133900,133924,500,300.11
U,7397,0,28566821630961,134244,134276,500,300.08
U,7397,0,28579950879368,134480,134564,500,300.07
U,7397,0,28580174165738,134564,134584,500,300.08
U,7397,0,28600717147009,134056,135312,500,300.11
U,7397,0,28602789228311,135320,135352,500,300.11
U,7397,0,28620510026938,135376,135868,500,300.11
U,7397,0,28621270168086,135936,135944,500,300.11
U,7397,0,28632506351570,131876,136232,500,300.13
U,7397,0,28642302756657,136372,136840,500,300.13
U,7397,0,28649305743160,131396,137104,500,300.16
U,7397,0,28650738555384,137220,137332,500,300.16
U,7397,0,28657783922927,137408,138864,500,300.16
U,7397,0,28658234825461,138904,138936,500,300.16
U,7397,0,28664871469721,139056,139736,500,300.16
U,7397,0,28665702985988,139744,140164,500,300.16
U,7397,0,28680299950523,140252,140580,500,300.16
U,7397,0,28683414770409,140636,140692,500,300.16
U,7397,0,28696281686914,141612,141748,500,300.16
U,7397,0,28696975840979,141796,141804,500,300.16
U,7397,0,28699691822709,141920,142036,500,300.14
U,7397,0,28699952345129,142036,142040,500,300.16
U,7397,0,28709826579976,142820,142916,500,300.12
U,7397,0,28710033522654,142916,142928,500,300.13
U,7397,0,28714563819807,142052,143124,500,300.16
U,7397,0,28716203651778,143152,143264,500,300.16
U,7397,0,28721050686027,143280,143504,500,300.16
U,7397,0,28722046995563,143532,143580,500,300.16
U,7397,0,28730842254756,142928,143732,500,300.09
U,7397,0,28730842273105,134584,143736,500,300.04
U,7397,0,28730842317545,130520,143740,500,300.14
U,7397,0,28809570792278,146536,147356,500,300.11
U,7397,0,28812413931513,147588,147592,500,300.09
U,7397,0,28816386095751,148576,148612,500,300.09
U,7397,0,28821703970926,147412,149292,500,300.11
U,7397,0,28828378960126,146472,149684,500,300.14
U,7397,0,28829351448640,143856,149784,500,300.16
U,7397,0,28829936402668,149880,150044,500,300.16
U,7397,0,28840354275618,143736,150580,500,300.19
U,7397,0,28840924819600,150652,150660,500,300.17
U,7397,0,28841159826324,150660,150680,500,300.18
U,7397,0,28842092412358,150708,150724,500,300.18
U,7397,0,28842318349975,150724,150740,500,300.19
U,7397,0,28854851070322,129900,151180,500,300.21
U,7397,0,28905865460362,154864,155312,500,300.15
U,7397,0,28906074022529,155312,155336,500,300.16
U,7397,0,28935119469568,157868,158364,500,300.16
U,7397,0,28936496683482,158376,158496,500,300.16
U,7397,0,28936744345969,158524,158528,500,300.16
U,7397,0,28974778892151,151376,162216,500,300.05
U,7397,0,28974778911750,151616,162220,500,300.02
U,7397,0,28974778924844,158596,162224,500,300.0
U,7397,0,28974778942785,159440,162228,500,299.97
U,7397,0,28974778956916,160440,162232,500,300.07
U,7397,0,28974780629864,148612,162236,500,300.08
U,7397,0,28974780646532,162232,162240,500,300.03
U,7397,0,28974780659662,162220,162244,500,299.98
U,7397,0,28974987975469,162228,162256,500,300.1
U,7397,0,28977588890390,162244,162360,500,300.13
U,7397,0,28984086709448,163332,163808,500,300.08
U,7397,0,28995974344981,162616,165968,500,300.1
U,7397,0,29017559404617,167384,167804,500,300.1
U,7397,0,29017822895529,167816,167820,500,300.1
U,7397,0,29028988074707,168940,168952,500,300.07
U,7397,0,29030846400519,168952,169060,500,300.08
U,7397,0,29033331495427,169116,169156,500,300.08
U,7397,0,29042242205846,170244,170248,500,300.08
U,7397,0,29060749540402,170296,172284,500,300.08
U,7397,0,29091733488488,172616,174572,500,300.08
U,7397,0,29099709516002,162240,175264,500,300.02
U,7397,0,29099709535319,162416,175268,500,299.97
U,7397,0,29099709549035,174832,175272,500,299.92
U,7397,0,29106763047261,175272,175884,500,300.07
U,7397,0,29144292382040,175940,179704,500,300.07
U,7397,0,29147589540095,180384,180420,500,300.07
U,7397,0,29171822800583,180508,183692,500,300.07
U,7397,0,29174416600408,183812,184468,500,300.06
U,7397,0,29176995367464,184512,184964,500,300.07
U,7397,0,29179622075928,184996,185452,500,300.07
U,7397,0,29180033524477,185484,185500,500,300.07
U,7397,0,29184929485139,186092,186136,500,300.06
U,7397,0,29185351994684,186136,186144,500,300.07
U,7397,0,29187358450380,186272,186276,500,300.07
U,7397,0,29196537570962,167852,187040,500,300.1
U,7397,0,29221016747199,187216,189000,500,300.1
U,7397,0,29221433521748,189056,189088,500,300.09
U,7397,0,29221639491386,189088,189184,500,300.1
U,7397,0,29224226085761,189420,189436,500,300.1
U,7397,0,29225674162425,175268,189524,500,300.12
U,7397,0,29225707673286,162224,189680,500,300.15
U,7397,0,29225811938482,175264,189856,500,300.17
U,7397,0,29226231525200,189928,189932,500,300.02
U,7397,0,29245062647697,190108,191792,500,300.15
U,7397,0,29246935096312,189932,192048,500,300.17
U,7397,0,29248617110295,192084,192376,500,300.17
U,7397,0,29259586017361,175736,193536,500,300.2
U,7397,0,29262517001653,193724,193864,500,300.19
U,7397,0,29262755068428,193864,193868,500,300.2
U,7397,0,29268317068119,194008,194180,500,300.2
U,7397,0,29271810013514,194368,194384,500,300.17
U,7397,0,29285293161821,194968,195312,500,300.17
U,7397,0,29291824799618,195324,195616,500,300.17
U,7397,0,29295692283049,194220,195916,500,300.2
U,7397,0,29305321627138,196144,196664,500,300.17
U,7397,0,29309302427103,195988,196852,500,300.2
U,7397,0,29315377594637,186276,197828,500,300.22
U,7397,0,29321469030875,198020,198364,500,300.22
U,7397,0,29323604888645,198380,198436,500,300.22
U,7397,0,29325996791209,198460,198524,500,300.22
U,7397,0,29326411191336,198568,198572,500,300.22
U,7397,0,29330073820847,198692,198724,500,300.22
U,7397,0,29331410348810,198748,198784,500,300.22
U,7397,0,29333725401702,189436,198940,500,300.25
U,7397,0,29343886246904,189524,199924,500,300.27
U,7397,0,29349187176433,200416,200428,500,300.22
U,7397,0,29358853052427,200068,201040,500,300.25
U,7397,0,29374132836275,201372,201648,500,300.25
U,7397,0,29398862759138,201660,202948,500,300.25
U,7397,0,29408668332740,203008,203592,500,300.25
U,7397,0,29409566399679,203604,203672,500,300.25
U,7397,0,29412025636728,203704,203980,500,300.25
U,7397,0,29413394199869,203996,204044,500,300.25
U,7397,0,29440960148359,205700,206152,500,300.25
U,7397,0,29443129787059,206260,206420,500,300.25
U,7397,0,29456246985535,200052,207536,500,300.27
U,7397,0,29458823025173,208232,208248,500,300.27
U,7397,0,29459706716523,191792,208384,500,300.3
U,7397,0,29473188403943,209988,210076,500,300.27
U,7397,0,29481555802993,210684,210724,500,300.27
U,7397,0,29481835253933,210764,210768,500,300.27
U,7397,0,29483194214177,210884,210916,500,300.26
U,7397,0,29483501170407,210924,210936,500,300.27
U,7397,0,29486422034814,211224,211296,500,300.27
U,7397,0,29487969807812,211300,211432,500,300.27
U,7397,0,29499324023942,212204,212212,500,300.25
U,7397,0,29510665177692,212680,212684,500,300.25
U,7397,0,29534406011368,213908,214376,500,300.25
U,7397,0,29534417929442,211472,214420,500,300.27
U,7397,0,29561003559354,214476,215696,500,300.27
U,7397,0,29571191876097,216392,216404,500,300.12
U,7397,0,29588664733431,218016,218024,500,300.25
U,7397,0,29590044810594,216404,218072,500,300.27
U,7397,0,29591073026473,218216,218228,500,300.27
U,7397,0,29593206190355,208608,218380,500,300.3
U,7397,0,29621830541557,218404,219928,500,300.3
U,7397,0,29623287944795,220184,220204,500,300.3
U,7397,0,29624066858392,220240,220252,500,300.3
U,7397,0,29626467337666,220348,220408,500,300.3
U,7397,0,29627386492711,220440,220444,500,300.29
U,7397,0,29627589522483,220444,220464,500,300.3
U,7397,0,29633036125786,221064,221068,500,300.3
U,7397,0,29639776783410,221116,221728,500,300.3
U,7397,0,29641718524111,221816,221864,500,300.3
U,7397,0,29642865273117,221912,221916,500,300.3
U,7397,0,29645411107337,222072,222096,500,300.3
U,7397,0,29655663723729,222508,222520,500,300.3
U,7397,0,29657574051575,222608,222636,500,300.3
U,7397,0,29663433176804,222840,222876,500,300.3
U,7397,0,29665845929720,222964,223204,500,300.3
U,7397,0,29669559002139,196664,223484,500,300.32
U,7397,0,29688321749783,223672,225616,500,300.32
U,7397,0,29693926422673,196852,226120,500,300.35
U,7397,0,29693927894593,202424,226184,500,300.36
U,7397,0,29698839785615,226332,226620,500,300.35
U,7397,0,29704307349963,226668,227328,500,300.35
U,7397,0,29704933229747,227384,227392,500,300.35
U,7397,0,29706317669928,227464,227500,500,300.35
U,7397,0,29710026178890,226276,227816,500,300.37
U,7397,0,29712596742591,227936,228016,500,300.37
U,7397,0,29713003685370,228032,228040,500,300.37
U,7397,0,29715775521641,228196,228204,500,300.37
U,7397,0,29749346208937,218024,230136,500,300.4
U,7397,0,29784672403672,232432,232832,500,300.35
U,7397,0,29789144762371,232948,233340,500,300.35
U,7397,0,29793954776403,234044,234060,500,300.35
U,7397,0,29801460489012,231704,234400,500,300.37
U,7397,0,29810621142709,235668,235672,500,300.35
U,7397,0,29816321901284,234484,236076,500,300.37
U,7397,0,29868754950062,239672,239696,500,300.35
U,7397,0,29889324027160,241268,241304,500,300.35
U,7397,0,29905724600562,242380,242548,500,300.32
U,7397,0,29908033521609,242684,242692,500,300.32
U,7397,0,29912123722784,241484,242932,500,300.35
U,7397,0,29918226834535,243060,243460,500,300.35
U,7397,0,29937818716682,244384,244860,500,300.35
U,7397,0,29943573024091,245396,245400,500,300.35
U,7397,0,29943738192268,242928,245448,100,300.27
U,7397,0,29945844996880,245504,245528,500,300.35
U,7397,0,29956323025274,246520,246524,500,300.35
U,7397,0,29959605157999,246632,246636,500,300.35
U,7397,0,29964441616466,246992,247056,500,300.35
U,7397,0,29982456613644,236112,248288,500,300.37
U,7397,0,30001052716688,247748,250756,100,300.3
U,7397,0,30012569391916,251296,252568,500,300.37
U,7397,0,30012596782128,230916,252880,500,300.4
U,7397,0,30014606971519,253156,253176,500,300.4
U,7397,0,30015260137364,253260,253324,500,300.4
U,7397,0,30025623345526,253476,254996,500,300.4
U,7397,0,30028032523613,255344,255364,500,300.4
U,7397,0,30029573051318,255540,255572,500,300.4
U,7397,0,30032015500894,255912,256412,500,300.4
U,7397,0,30034186601507,256652,256868,500,300.4
U,7397,0,30042150544074,218228,257972,500,300.42
U,7397,0,30070048752951,262556,262644,500,300.42
U,7397,0,30074405104860,247056,263400,500,300.34
U,7397,0,30074405123796,223204,263404,500,300.29
U,7397,0,30074405139167,262680,263408,500,300.39
U,7397,0,30088046138366,265152,265220,500,300.42
U,7397,0,30109531078993,266720,267848,500,300.42
U,7397,0,30176544257409,242692,272908,500,300.31
U,7397,0,30176544278729,267928,272912,500,300.26
U,7397,0,30176544293382,271176,272916,500,300.21
U,7397,0,30191460675071,272916,273628,500,300.36
U,7397,0,30245385553373,279060,281808,500,300.34
U,7397,0,30245795853861,281928,281972,500,300.33
U,7397,0,30246886904375,282068,282100,500,300.32
U,7397,0,30247094969149,282100,282160,500,300.34
U,7397,0,30250774448596,273816,282728,500,300.36
U,7397,0,30256654077324,283108,283208,500,300.36
U,7397,0,30258125449874,283280,283396,500,300.36
U,7397,0,30258872311556,282268,283480,100,300.29
U,7397,0,30269267105087,284536,284552,500,300.34
U,7397,0,30271847066806,284616,284640,500,300.34
U,7397,0,30273411614306,284732,284764,500,300.34
U,7397,0,30277160829856,285020,285044,500,300.34
U,7397,0,30289214549635,285692,285700,500,300.34
U,7397,0,30290467616311,285848,285868,500,300.34
U,7397,0,30317565245939,263404,288316,500,300.28
U,7397,0,30317565265996,270616,288320,500,300.23
U,7397,0,30317565281255,286248,288324,500,300.18
U,7397,0,30319714024065,272912,289096,500,300.25
U,7397,0,30319714043328,283620,289100,500,300.2
U,7397,0,30319714057014,288324,289104,500,300.3
U,7397,0,30320829911228,288316,289212,500,300.27
U,7397,0,30320829929524,288320,289216,500,300.22
U,7397,0,30320829943771,289124,289220,500,300.17
U,7397,0,30322453681445,289096,289436,500,300.24
U,7397,0,30322453700376,289100,289440,500,300.19
U,7397,0,30322453715610,289220,289444,500,300.29
U,7397,0,30323213414844,289212,289620,500,300.26
U,7397,0,30323213433638,289216,289624,500,300.21
U,7397,0,30323213448094,289552,289628,500,300.16
U,7397,0,30327605297777,289620,290136,500,300.22
U,7397,0,30327605316746,289624,290140,500,300.17
U,7397,0,30327605331209,289628,290144,500,300.27
U,7397,0,30330093993866,289436,290376,500,300.2
U,7397,0,30330094055946,289440,290380,500,300.25
U,7397,0,30330324037466,289444,290424,500,300.3
U,7397,0,30363366828319,292300,296308,500,300.27
U,7397,0,30380564327719,291232,299020,500,300.3
U,7397,0,30390988237012,301080,301132,500,300.3
U,7397,0,30420865008328,305608,305632,500,300.25
U,7397,0,30423525215962,305996,306048,500,300.25
U,7397,0,30424676845642,306072,306160,500,300.25
U,7397,0,30483855123414,311936,313108,500,300.2
U,7397,0,30508221953893,310508,316292,500,300.22
U,7397,0,30522510489919,316400,317612,500,300.22
U,7397,0,30526825592592,317844,318016,500,300.22
U,7397,0,30564972400751,320196,320388,500,300.2
U,7397,0,30566003613529,301352,320460,500,300.14
U,7397,0,30566003632372,306352,320464,500,300.09
U,7397,0,30615973859225,324320,326744,500,300.17
U,7397,0,30616032733594,324232,326876,500,300.19
U,7397,0,30617591196091,327704,327824,500,300.19
U,7397,0,30619056854288,324156,328244,500,300.22
U,7397,0,30624686031526,324124,331756,500,300.24
U,7397,0,30640363672008,324116,335240,500,300.27
U,7397,0,30640369578133,324048,335352,500,300.29
U,7397,0,30645081620534,335836,336828,500,300.29
U,7397,0,30646150453392,337080,337100,500,300.29
U,7397,0,30649307334411,326744,338420,500,300.32
U,7397,0,30649318662270,327824,338756,500,300.34
U,7397,0,30649547263928,338932,338952,500,300.34
U,7397,0,30649968912978,338972,339008,500,300.34
U,7397,0,30651492236342,339084,339272,500,300.34
U,7397,0,30661042334459,341812,341884,100,300.29
U,7397,0,30662664526960,342260,342328,100,300.29
U,7397,0,30671601658309,344648,344848,500,300.29
U,7397,0,30675018398593,345000,345436,500,300.29
U,7397,0,30681952432231,345800,346432,500,300.29
U,7397,0,30682550500599,346328,346580,100,300.24
U,7397,0,30697646526988,350080,350084,500,300.14
U,7397,0,30703251230317,351092,351520,500,300.27
U,7397,0,30703953252704,351824,351956,500,300.27
U,7397,0,30711659950481,352228,353844,500,300.27
U,7397,0,30721963730135,350084,355228,500,300.29
U,7397,0,30738934178707,356712,357660,500,300.27
U,7397,0,30742999330211,357892,358280,500,300.27
U,7397,0,30772279064982,358972,361556,500,300.27
U,7397,0,30773308156393,361680,361704,500,300.27
U,7397,0,30779328652060,363120,363776,500,300.27
U,7397,0,30797546675923,369304,369308,500,300.22
U,7397,0,30798577531121,370112,370292,500,300.22
U,7397,0,30799704666915,370496,370764,100,300.17
U,7397,0,30801874198115,371484,371552,100,300.17
U,7397,0,30805719103533,372052,372080,100,300.17
U,7397,0,30812653167911,373568,373660,100,300.17
U,7397,0,30816886687926,367836,374904,500,300.24
U,7397,0,30821822700800,376608,377160,500,300.24
U,7397,0,30823617189388,378460,378556,100,300.15
U,7397,0,30835571053223,384668,385580,500,300.14
U,7397,0,30837761483082,386184,386420,500,300.14
U,7397,0,30847911578274,383052,389040,500,300.17
U,7397,0,30858020555142,392904,392940,500,300.09
U,7397,0,30860818877406,393412,394240,500,300.09
U,7397,0,30861742629010,394088,394568,100,300.04
U,7397,0,30863547409441,391920,395064,500,300.12
U,7397,0,30869058177785,396080,396216,500,300.12
U,7397,0,30881006909732,391852,398332,500,300.14
U,7397,0,30882134169912,398428,398520,500,300.14
U,7397,0,30884362545285,399004,399192,500,300.14
U,7397,0,30885984613154,399348,399572,500,300.13
U,7397,0,30886187369172,399572,399652,500,300.14
U,7397,0,30910979525593,404532,404536,500,299.99
U,7397,0,30924106373265,407376,408720,500,300.07
U,7397,0,30924394481860,408820,408824,500,300.07
U,7397,0,30925033039548,408828,408856,500,300.07
U,7397,0,30927357102175,406336,409616,500,300.09
U,7397,0,30936411629942,412292,412396,100,299.98
U,7397,0,30943203612448,411908,414496,500,300.04
U,7397,0,30943291468999,414264,414636,100,299.99
U,7397,0,30943661776319,414716,414756,500,300.04
U,7397,0,30948032174515,415564,415680,100,299.99
U,7397,0,30955170998486,414844,417464,500,300.04
U,7397,0,30960002177372,418564,418600,500,300.02
U,7397,0,30972007641507,419288,422304,500,299.99
U,7397,0,30975214084058,418768,423228,500,300.02
U,7397,0,30990194717430,423404,427648,500,300.02
U,7397,0,30990530289645,417700,428056,500,300.04
U,7397,0,30993773457641,411036,428844,500,300.07
U,7397,0,30996193993245,409844,429688,500,300.09
U,7397,0,31004063537490,431428,431692,500,300.09
U,7397,0,31004290386076,431864,431868,500,300.09
U,7397,0,31006327594578,432332,432692,500,300.09
U,7397,0,31007755893449,432920,433032,500,300.09
U,7397,0,31018129096609,433696,435136,500,300.09
U,7397,0,31019692521282,435584,435788,500,300.09
U,7397,0,31021083648217,436340,436516,500,300.09
U,7397,0,31021830267695,436640,436892,500,300.09
U,7397,0,31026268334740,437004,437456,500,300.09
U,7397,0,31029732113286,437940,438020,500,300.08
U,7397,0,31029946926573,438020,438060,500,300.09
U,7397,0,31035347433516,437180,438944,100,300.04
U,7397,0,31048433523855,441016,441048,500,300.09
U,7397,0,31074433523646,445008,445144,500,300.09
U,7397,0,31084040864252,445972,446772,500,300.09
U,7397,0,31084935859297,446904,447024,500,300.09
U,7397,0,31086210092030,447220,447344,500,300.08
U,7397,0,31097012073612,450044,450164,500,300.07
U,7397,0,31098447784245,450548,450592,500,300.05
U,7397,0,31102664342264,451048,451152,500,300.07
U,7397,0,31103260320933,451204,451284,500,300.05
U,7397,0,31103464549546,451284,451328,500,300.07
U,7397,0,31105603408554,450596,451488,100,300.02
U,7397,0,31109166404962,452672,452840,500,300.05
U,7397,0,31109385999927,452840,452924,500,300.07
